debt
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25005
25023
25025
25062
25126
25140
25161
25200
25200
25246
25250
25250
25250
25250
25250
25250
25251
25270
25300
25300
25306
25334
25374
25375
25414
25436
25450
25453
25495
25500
25500
25500
25500
25500
25500
25500
25500
25500
25500
25500
25524
25620
25624
25624
25625
25635
25653
25668
25672
25674
25674
25676
25700
25750
25750
25765
25768
25775
25786
25800
25800
25827
25828
25843
25847
25850
25873
25899
25899
25899
25909
25922
25922
25958
25964
25974
25975
25995
26000
26000
26000
26000
26000
26000
26000
26000
26000
26000
26000
26000
26000
26000
26000
26000
26000
26000
26000
26000
26000
26000
26000
26000
26000
26000
26000
26000
26000
26000
26000
26000
26000
26000
26000
26000
26000
26000
26000
26000
26000
26000
26000
26000
26000
26000
26000
26000
26000
26000
26000
26000
26000
26000
26000
26000
26000
26000
26000
26000
26000
26000
26002
26008
26036
26045
26046
26100
26117
26120
26120
26120
26120
26120
26120
26120
26120
26120
26120
26120
26120
26120
26120
26120
26120
26120
26120
26120
26162
26162
26167
26196
26200
26246
26248
26256
26300
26331
26344
26364
26370
26374
26375
26375
26395
26400
26433
26436
26438
26441
26442
26462
26496
26500
26500
26500
26500
26500
26500
26500
26500
26500
26500
26500
26500
26529
26531
26538
26544
26549
26572
26580
26582
26582
26600
26600
26649
26670
26692
26692
26696
26716
26770
26786
26800
26822
26835
26850
26861
26862
26875
26890
26899
26899
26899
26899
26899
26899
26905
26914
26918
26919
26924
26927
26930
26938
26950
26958
26975
26975
26979
26980
26983
26991
26993
26994
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27000
27110
27139
27167
27250
27250
27318
27384
27388
27440
27500
27500
27525
27625
27750
27790
27798
27799
27834
27868
27892
28000
28000
28000
28000
28000
28000
28000
28000
28000
28000
28000
28000
28002
28018
28018
28018
28018
28018
28018
28018
28018
28073
28244
28250
28270
28311
28375
28375
28480
28500
28500
28512
28650
28756
28956
29000
29000
29000
29000
29128
29150
29164
29212
29212
29212
29212
29251
29253
29306
29324
29324
29476
29500
29687
29735
29750
29750
29750
29750
29750
29771
29875
29906
29906
29983
30000
30000
30059
30124
30223
30223
30223
30223
30223
30250
30256
30314
30332
30332
30332
30402
30481
30481
30481
30481
30481
30481
30481
30481
30481
30481
30481
30481
30481
30481
30481
30481
30481
30481
30481
30481
30481
30481
30481
30481
30500
30726
30750
30791
30812
30875
30902
30966
30982
30982
30982
30982
30982
31000
31000
31000
31000
31000
31000
31000
31000
31000
31000
31000
31000
31000
31000
31000
31000
31000
31000
31000
31118
31226
31479
31500
31500
31500
31624
31710
31862
31977
31977
31977
31977
31977
31977
31977
31977
31977
31977
31977
31977
31977
31977
31977
31977
31977
31977
31977
31977
31977
31977
31977
31977
31977
31977
31977
31977
31977
31977
31977
31977
31977
31977
31990
31990
31990
32000
32030
32062
32073
32093
32415
32415
32415
32500
32500
32500
32500
32542
32542
32750
32750
32875
33000
33150
33234
33350
33500
33754
33900
33938
33938
33938
33938
33938
34125
34240
34240
34240
34240
34240
34240
34240
34240
34240
34240
34240
34240
34240
34240
34240
34240
34240
34268
34500
34500
34750
34785
34940
35000
35000
35333
35500
35500
35688
35750
35766
35766
35766
35766
35766
35766
35766
35766
35766
35766
35766
35766
35766
35766
35766
35766
35766
35766
35980
36000
36222
36500
36500
37543
37582
37909
38242
39037
39500
40000
40326
40500
40750
41121
41236
41520
41750
42486
51488
51488
52000
