debt
2000
3500
4000
4000
4140
4300
4300
4500
4500
4700
4792
5000
5000
5038
5300
5500
5500
5500
5500
5500
5500
5500
5500
5500
5575
5745
6079
6100
6150
6250
6250
7500
7500
7520
7600
8000
8163
8282
8300
8632
8830
8960
9200
9375
9425
9441
9500
9500
9594
9594
9594
9594
9644
9812
9993
10000
10000
10000
10054
10232
10300
10417
10500
10500
10685
10700
10724
10802
10846
11000
11000
11000
11099
11200
11244
11446
11512
11580
11598
12000
12178
12498
12500
12500
12500
12500
12500
12500
12500
12556
12742
12828
12875
12988
13000
13000
13000
13000
13000
13000
13000
13000
13200
13400
13453
13478
13491
13500
13625
13625
13650
13650
13740
13750
13750
13762
13833
14000
14000
14000
14000
14000
14000
14000
14044
14098
14117
14119
14200
14216
14251
14334
14367
14371
14489
14500
14500
14500
14500
14500
14538
14544
14611
14625
14750
14804
14819
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15092
15094
15166
15250
15270
15364
15430
15494
15600
15625
15666
15880
15882
15888
15900
15947
16000
16000
16000
16028
16100
16125
16125
16196
16196
16250
16250
16250
16250
16300
16500
16500
16500
16500
16500
16500
16532
16661
16688
16712
16750
16750
16800
16875
16950
16950
17000
17000
17000
17000
17000
17018
17032
17070
17075
17116
17125
17150
17160
17187
17233
17250
17250
17250
17361
17406
17498
17500
17500
17500
17500
17500
17500
17500
17510
17596
17750
17750
17750
17750
17750
17764
17805
17834
17868
17875
17955
17976
18000
18000
18000
18000
18000
18000
18000
18000
18000
18079
18114
18125
18130
18215
18218
18250
18250
18254
18280
18324
18345
18348
18349
18375
18420
18454
18491
18500
18500
18500
18500
18520
18522
18539
18568
18575
18625
18631
18646
18678
18718
18750
18750
18750
18750
18750
18750
18750
18750
18750
18750
18750
18750
18750
18829
18850
18866
18914
18926
18960
18968
19000
19000
19000
19000
19000
19000
19000
19000
19000
19000
19002
19018
19047
19050
19061
19062
19124
19125
19153
19172
19200
19203
19208
19250
19250
19271
19286
19295
19300
19333
19340
19444
19451
19500
19500
19500
19500
19500
19500
19500
19500
19500
19500
19500
19500
19500
19500
19500
19500
19500
19500
19500
19500
19500
19500
19500
19500
19500
19500
19550
19553
19576
19611
19623
19625
19667
19672
19680
19700
19750
19750
19750
19755
19795
19828
19834
19917
19922
19924
19963
19976
20000
20000
20000
20000
20000
20000
20000
20000
20000
20000
20000
20000
20000
20000
20000
20000
20000
20000
20000
20000
20000
20000
20000
20000
20000
20011
20012
20049
20050
20059
20072
20074
20116
20127
20165
20197
20203
20242
20242
20250
20257
20270
20273
20287
20311
20348
20354
20370
20375
20396
20428
20433
20445
20460
20466
20468
20498
20500
20500
20500
20500
20500
20500
20500
20500
20500
20500
20500
20500
20500
20500
20500
20500
20500
20500
20500
20500
20500
20500
20500
20502
20545
20577
20612
20616
20619
20665
20680
20702
20714
20750
20750
20776
20800
20832
20832
20832
20832
20856
20875
20875
20900
20906
20906
20954
20980
21000
21000
21000
21000
21000
21000
21000
21000
21000
21000
21000
21000
21027
21056
21058
21180
21198
21225
21235
21239
21248
21250
21250
21250
21250
21257
21257
21257
21257
21257
21257
21258
21290
21300
21312
21360
21392
21406
21413
21434
21434
21460
21482
21499
21500
21500
21500
21500
21500
21500
21500
21500
21500
21500
21500
21500
21500
21500
21500
21500
21500
21500
21500
21500
21500
21500
21500
21500
21500
21500
21500
21500
21500
21500
21500
21500
21500
21500
21500
21500
21502
21503
21505
21550
21573
21575
21584
21594
21604
21614
21679
21680
21684
21700
21735
21744
21750
21762
21788
21791
21800
21800
21817
21833
21845
21875
21875
21875
21875
21966
21969
21990
21997
22000
22000
22000
22000
22000
22000
22000
22000
22000
22000
22000
22000
22000
22014
22068
22070
22102
22107
22120
22185
22198
22200
22200
22206
22208
22241
22243
22248
22250
22250
22250
22250
22250
22250
22250
22250
22260
22268
22284
22308
22309
22372
22402
22402
22424
22437
22457
22490
22500
22500
22500
22500
22500
22500
22500
22500
22500
22500
22500
22500
22500
22500
22500
22545
22546
22567
22575
22579
22620
22637
22647
22668
22669
22674
22688
22732
22748
22750
22750
22798
22798
22810
22832
22841
22850
22875
22878
22884
22890
22894
22894
22894
22894
22894
22894
22894
22894
22894
22894
22894
22894
22894
22894
22899
22900
22912
22916
22916
22919
22932
22977
22999
22999
23000
23000
23000
23000
23000
23000
23000
23000
23000
23000
23000
23000
23000
23000
23000
23000
23000
23038
23054
23061
23075
23092
23092
23096
23117
23125
23128
23140
23140
23140
23197
23200
23206
23208
23215
23226
23250
23250
23250
23250
23250
23250
23250
23250
23250
23250
23250
23250
23250
23250
23250
23250
23250
23250
23250
23250
23250
23250
23250
23250
23250
23250
23250
23256
23256
23261
23276
23290
23292
23363
23365
23393
23393
23396
23404
23437
23438
23445
23450
23481
23485
23488
23500
23500
23500
23500
23500
23500
23500
23500
23500
23500
23500
23500
23500
23500
23500
23500
23503
23505
23511
23518
23525
23557
23575
23591
23611
23628
23642
23648
23668
23688
23688
23693
23708
23732
23750
23750
23750
23750
23750
23750
23750
23760
23769
23800
23804
23811
23862
23862
23875
23900
23910
23935
23952
23952
23952
23958
23958
23962
23973
24000
24000
24000
24000
24000
24000
24000
24010
24014
24023
24028
24054
24062
24094
24144
24154
24173
24188
24223
24225
24234
24245
24246
24250
24250
24250
24250
24250
24250
24250
24250
24250
24250
24250
24250
24250
24252
24264
24282
24282
24300
24320
24331
24347
24348
24374
24400
24400
24442
24444
24446
24473
24475
24475
24483
24489
24491
24500
24500
24500
24500
24500
24503
24513
24514
24526
24539
24594
24601
24604
24608
24625
24640
24688
24705
24720
24725
24732
24748
24750
24750
24750
24750
24750
24750
24750
24761
24782
24788
24792
24813
24826
24830
24843
24850
24880
24885
24896
24914
24955
24973
24994
24995
24998
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
25000
